texto_diario,emocion_principal,label
i feel that i have contributed in a positive way to seven,joy,0
i feel a bit low,sadness,1
i could definitely feel the effects as my mouth went pleasantly numb and relaxed feeling spread throughout my body,sadness,1
i feel like a tortured artist when i talk to her,fear,2
i feel pathetic because i feel like you never once called me your bestfriend and i just continued to call you my bff and i just get treated like a friend,sadness,1
i taught him what it can look like and how it could make him feel scared confused excited nervous,fear,2
ive lost some weight such that i could fit into a tiny skirt that ive been unable to wear because i didnt feel confident in it until now,joy,0
i feel that this kind of website would be amazing for learning purposes in which it already does provide the viewer with knowledge regarding the history of paris,joy,0
i wake up and decide that i feel like doing something else entirely well then ill just do that instead,joy,0
i should be dead since ive been out of this for a couple of months but i feel the pain every time i go to reach for that empty bottle i just cannot bear to throw out,sadness,1
i have to go straight out after work and need to feel instantly glamorous i will usually wear a pair of our nw skinnies with a pair of high high shoes,joy,0
i want to be extremely amp feel successful again,joy,0
i feel incredibly vain and stupid admitting to that,sadness,1
i feel like a snob but i ve been a bit skeptical of it from the start because i have no idea who kenny werner is and neither does thomas a musician who gave me the book,fear,2
i really feel deprived,sadness,1
i needed a plan on how to get rid of that feeling it was totally taking over everything i am totally distracted at work with everything i m trying to do in any free time i have in the evenings the projects are taking over my life and the fact that i totally feel burnt out by it all,anger,3
i love the smell it makes me feel invigorated and fresh and happy,joy,0
i look hot i get leers that make me feel like i might get assaulted,fear,2
i feel good about the choices i made in terms of our readings,joy,0
i wonder sometimes how it must feel to be rich,joy,0
i feel so empty while i m turning your corpse inside out like something broken never actually alive but now you re ended one more for my collection,sadness,1
i feel so rotten that i need to tell myself all this is just a passing cloud that ill be laughing at years from now,sadness,1
i feel unwelcome in my own country,sadness,1
i was snapping at everybody and feeling very grumpy in general,anger,3
im feeling artistic today,joy,0
i lost my special mind but don t worry i m still sane i just wanted you to feel what i felt while reading this book i don t know how many times it was said that sam was special but i can guarantee you it was many more times than what i used in that paragraph did i tell you she was special,joy,0
im just feeling very delicate today,love,4
i also have learned that feelings cant hurt me unless i hold on to them,sadness,1
i always feel glamorous wearing a flowing gucci number no matter what kind of day,joy,0
i felt myself melting away again but this time it was a happy feeling not a scared one,fear,2
i am not hausa but i feel offended especially as the crazy motorcyclist who is now getting up from the ground like nothing happened bears no resemblance to anyone from the north,anger,3
i feel that there is something valuable about herzog s study particularly as it relates to the idea of art and media influencing society and culture,joy,0
i know how you feel i m sorry you feel like that,sadness,1
im starting to feel a dull pain at the front of my head between my eyes,sadness,1
i have been working hard to shake these feelings because being popular or a genre novel or non literary fiction does not make a book any less legitimate or any less something to read and enjoy and analyze,joy,0
i cant escape the tears of sadness and just true grief i feel at the loss of my sweet friend and sister,love,4
i feel inspired to make some of the christmas presents im giving away,joy,0
i started today feeling not terrible,sadness,1
i had then these were truly terrifying and still feel shaken and uneasy because of them,fear,2
i should have known better if you are traveling with the military and you feel satisfied there is definitely something wrong,joy,0
i feel thankful that each and everyday he burns in me this way letting me know that in the darkness of the life i have once led under my parents he has risen to show me that i did nothing wrong,joy,0
i intend to have them develop feelings for one another albeit with riku being stubborn about it as opposed to an open book due to plot ish issues,anger,3
i feel so pretty and glamorous,joy,0
i feel suspicious of wrinkle prevention beauty products for some reason,fear,2
i feel we forget just how fearless we truly are,joy,0
i had coped for barely twenty four hours before i was feeling wrung out and distraught,fear,2
i accepted his apology because i feel like he s remorseful for how he treated me,sadness,1
i feel like i ve always been jaded towards the classic movies but then when i actually sit down to watch them casablanca the great escape etc,sadness,1
i feel more relaxed improvising in front of a group of other dancers as opposed to myself,joy,0
i spontaneously come up with a new tune or when i am taking a solo and feel myself in that creative flow just going for it not knowing what i am going to play next and surprising myself he answers indisputably,joy,0
i feel acclimated like i am finally a part of this organization rather than a timid observer,fear,2
i was feeling quite broke,sadness,1
im starting to feel overwhelmed again when it comes to the research for this book,fear,2
i feel offended that youre offended way but in the oh crap there i go offending people again way,anger,3
i pray that i may feel sure that there is nothing that god cannot accomplish in changing my life,joy,0
i feel energetic so we are going to take a hike,joy,0
i personally feel is a massively talented actor is chris evans captain america,joy,0
im feeling insecure and sad because i dont know what to do with my book,fear,2
im feeling inspired to just wait for the movie,joy,0
i feel super weak and i havent made it through a whole class in two weeks,joy,0
ive done so much reading but i feel like im being paranoid by doing all this extra stuff since no one seems to,fear,2
i feel like all this allergen free cooking is making me way better prepared for christmas because now i have recipes that will accommodate all my family s restrictions,joy,0
i feel like we broke the mold at least to some degree when it comes to the stereotype of sibling rivalry,sadness,1
i guess i m feeling a bit nostalgic,love,4
watching a violent movie,anger,3
i wake up feeling triumphant,joy,0
i cant wait till the summer when we feel somewhat carefree once again,joy,0
i feel heartbroken when he tells me that he feels that i dont love him when i really do love him,sadness,1
i used to feel devastated when someone criticized what i did,sadness,1
i begin to feel that every waking moment is devoted to work,love,4
i feel weepy and that makes me want to avoid people so i dont freak them out,sadness,1
i believe we ve decided to catch the bus from there to burgos which again feels like a smart compromise for our feet and bodies,joy,0
i asked feeling smug,joy,0
ill just say it i feel horrible about my body,sadness,1
i want the girl i love to feel loved and be loved,love,4
i always feel kinda sad for them when the authority figures eventually show up on the scene and squeeze all of the risky fun out of their play time,sadness,1
i feel a bit surprised that motion capture films dont seem to me to have the visual richness and detail that full cgi films have,surprise,5
i got a sick feeling in my stomach i just did a blog post on my cute laundry room now my dryers going out,joy,0
i have the satisfaction of feeling that i m no longer supporting or contributing to the looter driven consumerism that has made a walking corpse out of the america i so revered when i was younger,love,4
i want to just drown myself in the excitement and hype of the inauguration i still feel very troubled about where both america and the world are right now,sadness,1
i feel less than and isolated,sadness,1
i would like to reduce the amount of jealousy i feel god commands us not to be jealous and i feel that every jew religious or not should obey that prohibition,anger,3
i realized that i struggle with feeling joyful,joy,0
i feel completely groggy this morning,sadness,1
i dont write because i feel i have superior will power that has enabled me to abstain throughout the years,joy,0
i want to make is this final one when we feel abused at these writers faking it we rupture the reader writer relationship,sadness,1
i have spent the last few weeks feeling sort of uncertain if you will,fear,2
i feel like the supportive wife who does whatever he says and sits at home waiting for him to call with a plan of action,love,4
i feel far too distracted to actually write anything of substance,anger,3
i feel too overwhelmed to clean anything so i just let it all pile up until it makes my whole life feel like it is going to come crashing down around me and i am helpless to stop it,surprise,5
i know its been months but i still feel envious of my friends who are having their school holidays,anger,3
i feel like i m always the one getting punished for stupid things and i feel like i m being chastised for behaving,sadness,1
i feel sorry for my subjects and tend to let go too soon,sadness,1
i think it makes the marathon feel more worthwhile,joy,0
i am feeling much more myself again now and i would like to say thank you to everyone for the lovely get well wishes your lovely comments always mean so much to me,love,4
i feel i know myself well enough to know what i will or will not do can or can not do what can be tolerated or not,joy,0
i just feel sooooooooooo fucked up at this moment,anger,3
i feel incredibly loved and i know baby cap does too,love,4
i feel lucky simply to have known him and had him in my life and proud to have had him as my dad,joy,0
i could quote you a recent poll showing of young american muslim men feel suicide bombings are acceptable in defense of islam so apparently things like dont kill are not universally shared moral values,joy,0
i said you are not focused with me and when you are not focused with me i feel unimportant,sadness,1
i have said in previous posts i always feel so elegant wearing an azul creation,joy,0
i love it when i feel hot and beautiful and sexy,love,4
im not scared at all anymore im fine i feel terrific about the surgery,joy,0
i want to take a shower without feeling like i was beaten with a baseball bat,sadness,1
i had to sacrifice my comfort so he wont feel unwelcome,sadness,1
i was just reporting to a dear soul that the energies feel strange today and wondered if somethings up,fear,2
i are feeling horny and decide to give a double header long wet sloppy blowjob,love,4
i feel as if my husband s life is valued and the duty of care towards him is taken seriously,joy,0
i feel honoured to have this opportunity and look forward to the future and how our lives will develop,joy,0
i have a feeling im going to be heartless,anger,3
i need to get a job but due to my very silly head i dont really know what i feel passionate about anymore nor do i know what drives me,love,4
i was feeling rather smug about being a black toenail virgin despite having run for a little over years now,joy,0
i was cut into feeling pain that shocked me,surprise,5
i feel the nearness of my beloved grandpa bishop hi grandpa,joy,0
i have every right to feel outraged that their legacy may be in danger,anger,3
i kept crying or feeling cranky,anger,3
i got on and was nervous feeling very timid and shy but after a while we were talking like weve known each other our whole lives,fear,2
i feel guilty sitting down during this concert because he s working so hard,sadness,1
i want to share my feelings but don t want to feel humiliated,sadness,1
i dont watch a whole lot however when i do i turn off the tv and feel stunned,surprise,5
i guess i do have to give some credit to the douche bags out there though because after all those feelings are what give birth to these lovely words i utter,love,4
i feel subaru stops being that innocent being we were presented to in the beginning and begins to turn into the depressed young man of x who also kicks ass,joy,0
i am still feeling some low energy and effects of stress,sadness,1
i have been feeling particularly lousy these days so i might as well try to cheer myself up by saying yes,sadness,1
i go online and i see a friend talking to another one and is not talking to me i feel ignored i feel unloved,sadness,1
i plan on making another post all about that but ive had some progress and i feel fucking fantastic,joy,0
i have to give notice to those involved that such will be a regular feature until i gain what i feel are sincere and rational responses to my enquiries particularly as i will be notifying shadow ministers of the outcome,joy,0
i do my best but it feels uncomfortable,fear,2
i feel discouraged or even a little sad cause i havet had a long term relationship,sadness,1
i made justin feel pretty miserable last night im sure,sadness,1
i feel disturbed and sad,sadness,1
i throw it out there the better ill feel heck im paranoid up such a tree brach right now i jumped when a chipmunk crossed my path when i went walking today,fear,2
i have played a great set i feel really hesitant to ask,fear,2
i feel disgusted at him and at myself for having been with him and continuing to be something he wants in his life,anger,3
i feel complacent about it all,joy,0
i feel pleasant although im not keen on the hour shift i have ahead of me,joy,0
i feel deer supporting mice parade at the hope rel bookmark permalink,joy,0
i am at work today in my new job still feels really strange tbh but i m sure i ll soon settle in,fear,2
i woke up today feeling pissed off,anger,3
i feel moderately handsome at the minute but as soon as i go out ill look like a twat,joy,0
i go to sleep as soon as my head hits the pillow i sleep deeply all night and i wake up feeling a lot less lethargic then usual,sadness,1
i do feel weird making an exact replica of someone else work,fear,2
i feel very strongly about supporting hence why we are running the mile,love,4
i often feel disappointed in my decisions and who i am and call myself names,sadness,1
i begin feeling dull throbbing pain in my forefoot and after i am done running i have pain in the lateral area of my foot that was once broken,sadness,1
i have been in contact with people who are feeling extremely irritable and experiencing major headaches remotional outbursts,anger,3
i feel like im not pretty enough like my personality is too boring and obnoxious,sadness,1
i feel to it and it benefits from a generous budget for exotic sets and gorgeous matte paintings,love,4
i feel that entertainers as talented as williams become part of our lives,joy,0
i am sure you will feel very unhappy about it too,sadness,1
i feel so dazed a href http twitter,surprise,5
i feel that way but yeah i do have a problem in trusting especially guys,joy,0
my roommates lack of consideration of me,anger,3
i was just ungrateful and selfish for wanting a life or wanting something more or at least feeling valued and respected,joy,0
i feel so virtuous,joy,0
i mostly feel this as a cause of hateful memories of that girl who used to run the everchanging sailormoon gateway who i think is still making a name for herself by being stupid and mean,anger,3
i feel humiliated said mohammed hussein a year old factory worker,sadness,1
i feel welcomed cared for and ready to be pleased,joy,0
i get that feeling of confidence is far more pleasant than some of the alternatives and i certainly am not against someone increasing their confidence but why do you have to feel that first before you take action,joy,0
i would feel terrified for them and enjoy this movie a little better,fear,2
i feel fake and forced where as the need to express myself as a woman seems true and natural but undeveloped,sadness,1
i feel like they would only mask or dull the problems instead of help me work my way through them,sadness,1
i can peruse a few pages before i feel that dull headache building at the base of my skull and by that point i m kicking myself for bringing on a dreaded case of car sickness,sadness,1
im feeling rather inspired yet low i will enjoy my writing and even though i may be writing about morbid things i will find a way to make it interesting to read,joy,0
i also feel that seeing how the body reacts is an important step into changing the behavior,joy,0
i feel that i ll be doomed to long pants and ugly shoes for the rest of my life and i m not even yet,sadness,1
i feel impatient yet i am not fully sure what i am searching for,anger,3
ive done while not writing was had flowers delivered to someone just because brought a meal to a new mom on a day she was feeling overwhelmed and now im stumped trying to remember what has been done,surprise,5
i hold space for these feelings the anger the jealousy sadness and despair the longing i can relate to those feelings but not have them devour me,love,4
im feeling a bit frustrated with myself tonight,anger,3
i never want her to feel the pain of struggle of suffering,sadness,1
im feeling ugly lately,sadness,1
i left feeling slightly dazed confused and disappointed,surprise,5
i feel like if we are longing to hear god hungry to see him and looking for him in our lives he will reveal himself through many and any manner possible,love,4
i was feeling particulary generous today so im giving away packages instead of,joy,0
i feel insulted by this technique which is also proven to be one of the worst for educating because i already read the slide faster than he was able to speak,anger,3
i cant really explain the feeling i get inside when someone is mad at me,anger,3
i am thrilled with the way my skin and hair feel if you are like me you are skeptical,fear,2
i feel like tna missed a trick not keeping the tag team of crimson and amazing red alive,sadness,1
i feel weird this morning,fear,2
i was feeling good until i saw the flop,joy,0
i feel defeated like a lion s prey,sadness,1
i feel like in order to live a compassionate life this is an essential piece of the puzzle for me,love,4
i feel like a blank canvas i have no clue what i am doing right now,sadness,1
i listen to this song i can feel a sorrowful atmosphere,sadness,1
ive missed over a month of training and organised etape prep rides including the etape caledonia and am generally feeling pretty pissed off and depressed about the whole affair so have avoided thinking about it,anger,3
i feel strong confident intelligent and ready to step out into the real world,joy,0
i hate the feeling that i am a pathetic loser that can do nothing right,sadness,1
i already can imagine and feel so excited if im in his shoe,joy,0
i feel more relaxed improvising in front of a group of other dancers as opposed to myself,joy,0
i feel contented staying grounded and take it slow as i build up the little things that comes my way,joy,0
i myself smiling through loving simple dialog child logic explain situation feelings it s funny,surprise,5
i try that i just feel that im being judged by eyes that only see me as a weird and vain bastard who thinks so much of himself,fear,2
i feel like it just doesnt capture the beauty of this lovely polish,love,4
i feel like that when i try to try on relationship traditions that i and the people i care about get damaged,sadness,1
i feel suddenly startled catch my breath and think it could be any day,fear,2
i finally allowed my feelings up and accepted them and myself the internal boundary began to dissolve i began to see how i was projecting my suppressed feelings out and creating a lot of pain in and around me,joy,0
i feel tender and disoriented,love,4
i am however caught by the feeling that i missed out on a lot of interesting conversational banter by reading dead writers write about deader writers,sadness,1
i feel he is sincere and repentant for his past opposition to civil rights,joy,0
im feeling a bit pathetic today i cant stop crying,sadness,1
i have learnt nothing else in the last two years it is that it s best to feel my way by trusting my instincts,joy,0
i feel so unimportant insignificant like im slipping through the gaps between his fingers and he doesnt care,sadness,1
i love winter so maybe i should be happy but i cant i feel gloomy and depressed,sadness,1
i cannot in good conscience encourage my young kids read stuff from someone i feel is so vile no matter how good it is,anger,3
i feel all glad not being with you,joy,0
i list them out i feel pretty lame whining,sadness,1
i dont really feel his presence but im eager to hear news about him,joy,0
im feeling the world spin around me while im in bed only after a couple of glasses of wine which doesnt do this to me im getting suspicious,fear,2
i know not all women feel this way but i have felt very unimportant int the church and almost dare i say second class citizen im not trying to bash the church but i think some women are so thirsty for knowlege about her to reinforce their own place and importance in the world,sadness,1
im feeling homesick for him,sadness,1
i get the feeling that i m doing something naughty,love,4
i feel pretty good about that,joy,0
i feel i wear what i wear to show other girls at my school who are timid when it comes to fashion that you won t look weird if you walk around with your head held high,fear,2
i feel supportive over chinas copyright violations if only for machiavellian reasons,love,4
i feel blessed beyond belief to live in a day amp age when this treatment is available also to have a husband thats footing a very expensive medical bill,joy,0
i am jealous of andreas growing belly and the movements she can already feel i am envious of her state,anger,3
i feel like you didnt really care that alexis did that to me and you were irritated that i was even telling you,anger,3
i am a bit of a romantic so i really feel like we missed out on those things this time but i would not trade the family time we spent together,sadness,1
i wasnt the only one feeling very pleased about it all laurie was beside himself that all the old structures and artefacts were still sitting around untouched in pretty much the same condition as the day the last locomotive went through,joy,0
im feeling angry i think i strop about ruffling the air and inflating my position and exaggerating the issue,anger,3
i honestly feel we did a fantastic job,joy,0
im suddenly feeling lighter less burdened by the weight of my life,sadness,1
i will not consider homeschooling unless i feel we have exhausted every other option if i homeschool it will be temporary and my children will participate in non homeschooling activities as much as possible,sadness,1
i feel threatened by not talking about it,fear,2
i feel like a strange antisocial creature difficult for the cooperation,surprise,5
i squeek at the intimate scenes not once did i feel grossed out or appalled in anyway and not because im a freak but because when you read about these two loving people you forget that theyre brother and sister,anger,3
i feel so frightened i just wanted to document the way i m feeling,fear,2
i don t feel victimized,sadness,1
i checked on you was a long time ago i can say you were happy way back then feeling contented with everyone and everything around you,joy,0
i mentioned above feel free to hit me up about anything,joy,0
i think his uniform and glove make him feel very important too,joy,0
i potter around my one bed flat i feel a little bit more like an unfortunate version of bridget jones,sadness,1
i am feeling is also a blossoming eager anxiety,joy,0
i feel very stunned that people got it in a big way,surprise,5
i feel so unhappy even with it,sadness,1
ill feel even more pressured,fear,2
i stopped feeling mad that the machine stole my money and chose instead to feel grateful that i have clothes to wash in the first place,anger,3
i didn t feel relieved,joy,0
i feel a sense of hope and optimism and i am resolved to allow myself to experience these emotions without regret cynicism guilt or embarrassment,joy,0
ive been honestly self indulgent and rather reckless with my consumption of caffeine cigarettes and junk food which combined with the dangerous ingredient of freezing weather has caused me to feel lethargic fat and unfit,sadness,1
i feel pleased too that i am supporting people with small businesses who work from home buying gifts that have been made with care and talent,joy,0
i was feeling grouchy and the old man has mentioned that retail therapy is great,anger,3
i have succumbed to the dreaded commuter virus and feel altogether a little bit rotten,sadness,1
i start feeling myself getting overwhelmed or frustrated i have tried to open up more about it instead of pushing it down deep slapping on a fake smile and waiting until i boil over,fear,2
i could at least count it i didnt feel as frantic while the group followed the bird as it moved north through the trees,fear,2
i am feeling foolish for taking lb to the e,sadness,1
i naturally didn t know any fightstar songs they were catchy enough that i could feel like i knew what was going on and they were quite lively and they preformed fantastically well,joy,0
i even remember trying them on last year and feeling crappy because i was nowhere near closing them,sadness,1
im thinking of locking myself in my house until i manage to get it all organized but i have a feeling i may become as cranky and isolated as this dear friend a href http,anger,3
i save recipes to springpad and when im feeling adventurous i might try something new,joy,0
i feel like a low life mooching off everyone,sadness,1
i have to admit to feeling pretty envious of the commuters there a south african summer has got to be a tad more reliable than a british one,anger,3
i feel our relationship is more divine and informal,joy,0
i feel very socially anxious around these ladies,fear,2
im not much of a people watcher or a voyeur so i feel kinda weird when walking around taking street shots,fear,2
i am feeling more in control more comfortable adjusting to all terrain and more able to push myself each run,joy,0
i feel weird this morning,fear,2
i am merely a man who will feel humiliated whenever i am intimidated by you,sadness,1
i feel so vulnerable and yet so protective over her,fear,2
i feel more resolved and less like smoking my lungs today are obviously not very happy with me,joy,0
i sat on the plane home feeling more positive and certain about what i want to do than i have in a long time,joy,0
im sinking back into feeling rejected and also wondering what i could have done differently,sadness,1
i feel like my bones broke but when i stood up i can still walk,sadness,1
i was feeling pretty low and despite it being the wettest summer i can rec,sadness,1
i know i did and im still feeling the effects of rich dinners and sweet treats,joy,0
i never feel fucked the week after i used some i feel great acctually thinking of the wonderfull time i had the weekend before img src http israel,anger,3
im sitting outside my apartment and even though there is a striking pain in my lower back i feel complacent,joy,0
i came out freaked on the brink of tears feeling angry confused ridiculous small,anger,3
i feel like we tortured him that whole time,fear,2
i honestly feel at heart we should be faithful to each other if its yo girl,joy,0
i honestly never expected to feel so vulnerable,fear,2
i can say that once again after the test drive we left feeling impressed by the cx and with steve and adams assistance,surprise,5
i dunno i just feel that i started this blog a little shaky as i wasnt really sure about what sort of audience i was addressing or anything,fear,2
i usually take on to more protein when i start to feel lethargic,sadness,1
i feel like i am really grouchy and some days i get in moods where i feel like it is me against the world,anger,3
i feel so respected and seen,joy,0
i feel a lot of positive intention behind it,joy,0
i would feel lucky to call any of the materials and kits on your site mine they are just beautifully curated,joy,0
i feel hateful of everything suddenly,anger,3
i can drop a great deal of paratroopers on the table at once should i feel the need to do so or conduct other useful air missions,joy,0
i feel it was perfect as a jumping off point for what is to come,joy,0
i feel a little like a traitor to my beloved oppies but that said these clothes might just pay off a big chunk of my remaining debt and we all know that money is more important than ethics right,joy,0
i feel so amazed seeing chiangmai,surprise,5
i forgot to take my meds this morning and i am predictably feeling irritable but less predictably i have been sitting here all day thinking ima kill a bitch if i dont get my hands on a chocolate cupcake,anger,3
i know that sounds really recycled and generic but its actually how i feel i love to sing and would more than love to make a living doing that but im going to school because i know that its not in the cards for all the talented people in the world to make it in the music business,joy,0
i was left feeling slightly intimidated and overwhelmed,fear,2
i was feeling pressured but it looked awful to have my make up on and my dark wig and then my eye brows look so light,fear,2
i am feeling a little uncertain as i am waiting to hear from my land lady to confirm a date and receive my contract,fear,2
i want my audiences to go away feeling that they were entertained he said,joy,0
i am less sensitive and my feelings are less easily hurt,sadness,1
ive lived my life trying so hard to be accepted and to feel loved,love,4
im getting the feeling that my classes are a little intimidated by the concept of a lit,fear,2
i was actually going from point a to point b but it didn t feel casual like every other night when i was just pretending,joy,0
i actually feel frightened of people here right now,fear,2
i feel assured that foods that are grown organic free from pesticides in soil and water that aren t contaminated that s good for us,joy,0
i wonder what life is like for other people people who can love and be loved who can have sex and enjoy the experience who can feel happiness who get to feel accepted and wanted and needed,joy,0
i suffer from very low confidence and im always looking for ways to come across more confident and feel more outgoing in myself,joy,0
i feel nothing just empty until the nothing becomes something just a deep ache longing to be filled,sadness,1
i spent the rest of the morning feeling discouraged and disappointed,sadness,1
i said i wanted to give you a little sample of the writing i denied you then but i m feeling a little more generous today i suppose because i just have to share one little taste,joy,0
ive been thinking about that this morning and realizing that my ordinary life is starting to feel dull,sadness,1
i never knew these feelings entertained by anyone that they did not however unknown to himself tinge the language of the person who imbibed them and thereby produce incalculable mischief,joy,0
id love to hear your thoughts and comments so please feel free to leave me something below and have a wonderful weekend,joy,0
i write now it feels like furious abandonment to embrace a cliche,anger,3
i have a feeling they were delicious,joy,0
i am not feeling fearful,fear,2
i feel vain,sadness,1
i feel your gentle stare and feel your love,love,4
i feel very satisfied to have gone through this challenge,joy,0
i got the feeling brig is sincere and has a very strong desire to help others become successful both financially and also through building strengthening relationships through christianity,joy,0
i also feels at times that i am somewhat socially isolated,sadness,1
i feel that thursday was the important first step that is needed towards helping e get better with her eating,joy,0
i feel pretty honored to be around some really great moms and women,joy,0
i keep feeling pleasantly surprised at his supportiveness and also his ease in new situations,surprise,5
i was still feeling strong,joy,0
i read the sentinel article on hanford city councilman dan chins proposed media policy and the secret committee meetings my feelings could be summed up in a single word alarmed,fear,2
i feel it is important to spend more time on my family and to embark on new endeavors in my educational career,joy,0
i finished it feeling amazing,joy,0
i feel so clever to have done that,joy,0
i guess i made her feel unwelcome though i honestly didnt mean to,sadness,1
i feel overwhelmed and humbled but i am alive to keep slugging and i m grateful for the chance,surprise,5
ive spent years feeling resentful and trying to curb that feeling of resentment,anger,3
i feel the pain but with my family and friends support make it sure that no negative thoughts overtake me,joy,0
i feel like we had a wonderful summer and know now that school has started the year will fly by,joy,0
i remember feeling another cramp but i also ignored it,sadness,1
i came to review however im not entirely sure what it is that leaves me feeling somewhat dissatisfied and a bit brassed off that more didnt happen,anger,3
i feel guilty for complaining about my life knowing that there are people out there who have it much worse than i do,sadness,1
i will try not to feel rushed along with others or busy myself with this or that,anger,3
i feel its gonna be months after days ever since you broke up with me,sadness,1
i always feel a little weird writing about a guy ive dated because i dont want to do them an injustice or have them come across in a negative way,surprise,5
i email or try to communicate in any capacity even if it s to go tell me to go pound sand feeling respected and loved is something that doesn t happen a whole lot in my life right now,joy,0
i had a sudden feeling of missed opportunity here i could have asked how their evening was going,sadness,1
i got up feeling all lively since the sun is extra bright today,joy,0
i havent felt like posting in such a long time but i feel more sociable now,joy,0
i feel we need a little romantic boost in the relationship,love,4
i am hoping the weatherman is right with his forecast of stay at home dont venture out rain for tomorrow i am feeling all kind of creative,joy,0
i am feeling jaded,sadness,1
i didn t want to feel the disappointment that i was sure to come by getting no more traffic and recognition than before,joy,0
im feeling quite cold actually,anger,3
i mention that im feeling cranky,anger,3
i feel that it is my duty to athf and their devoted fan base to show my support,love,4
i am so very tired and feeling overwhelmed with my everyday responsibilities which brings me to the point of this post,fear,2
i was feeling strange downstairs i could still feel the dull sensation of the contractions but the nurse said she didnt want to check me for about an hour,surprise,5
i remember feeling terrified around plants back when i was a kid,fear,2
i can feel them cool but seldom empty pale with,joy,0
im feeling somewhat indecisive about what to do in terms of an alliance,fear,2
i vow to be gasp nicer to everyone not just a select few marybeth and isabella lol i will say what i feel and not cover up something sweet with something shitty,love,4
i feel truly delighted doing had already changed in such a short period of time,joy,0
i enjoyed the feeling of belonging and the sense that i was recognised and somehow valuable,joy,0
i feel increasingly passionate about,love,4
my cat died from an illness it had been with us for years it was a lovely cat it had been ill for one or two weeks and the veterinary surgeon had told us that it was dying,sadness,1
i hope its super high and that hes feeling proud of himself,joy,0
i were dating myself right now i d be telling my girlfriends that i feel ignored unloved under appreciated and like i m not a priority,sadness,1
im not going to lie i feel a little insulted,anger,3
i feel honored or insulted,joy,0
i feel i hate him like i have never ever hated anyone like that but i cant stop looking at his existing symbol,anger,3
i feel a bit naughty too for making it all public but then i remembered when i was made to feel like shit and had my confidence stripped,love,4
i feel longing in myself or see it in others it rises up as a need that will never be quenched a desire never to be extinguished,love,4
i started to feel homesick for the first time in my life even though i had lived abroad before for years,sadness,1
i cant explain how proud of him i am and the feeling of seeing him so determined each time to win,joy,0
i love and hug on him and try to make him feel valued so he can grow up a secure man in a world that is constantly shifting,joy,0
i feel innocent and free again,joy,0
ive lived my life trying so hard to be accepted and to feel loved,love,4
i feel drops of sweat break out on my forehead and i contemplate doing anything taking anything taking everything to cool the reactor,joy,0
i think it makes me feel like the heir to an incredibly rich and diverse legacy of stories and experiences,joy,0
i was hoping by then i would feel ok,joy,0
i normally associate with a tough workout moving from side to side in bed has become more of an effort my sleep is pretty interrupted and uncomfortable in general although much better with the aid of a benadryl and there are times when i feel like i could never be energetic again,joy,0
i feel it is my obligation to make sure that you understand exactly who i am and what i believe and where i am coming from,joy,0
i hope no one feels im ungrateful because thats not the case,sadness,1
i feel free really better a href http,joy,0
i guess im feeling a bit vulnerable and looking for some input tonight,fear,2
i am feeling horny so i ask her that lets go home,love,4
i feel invigorated and ready to go,joy,0
i feel as though i don t write about them often enough but they are just cruising through life in their own equally special ways,joy,0
i struggled with feelings of guilt as i took very gentle care of myself during my recovery and sometimes even now,love,4
i have been working hard to shake these feelings because being popular or a genre novel or non literary fiction does not make a book any less legitimate or any less something to read and enjoy and analyze,joy,0
i was sipping my diet coke watching my the swimming lessons and feeling aggravated that my mousekins were not being better listeners the thought crossed my mind,anger,3
i may feel stress unhappy,sadness,1
i do feel a bit fearful that he might be feeling stressed to be drinking so much,fear,2
im getting the feeling that my classes are a little intimidated by the concept of a lit,fear,2
i did feel sympathy for him and liked him more by the end of the story however i dont feel that enough time was spent on his turn around,love,4
i am feeling some divine intervention at work here,joy,0
i feel privileged to be invited in and am treating her hoard with care,joy,0
i understand that students must pass the mcas and fulfill other tasks but as idealized in freedom writers students will respond better learn and understand faster if they feel respected and valued and if they are excited about their education,joy,0
i feel empty inside iphone wallpaper mobile wallpaper to your wap folder img src http images,sadness,1
im zooming right through the second trimester and i feel fantastic just as i did with trinity,joy,0
i told dh i was feeling internally shaky,fear,2
i feel weepy a lot,sadness,1
i feel alone so marginalized by my wacky core beliefs that are shared by a tiny percentage of the u,sadness,1
i eat biscuits crisps and ice cream all day yeah it tastes great but it makes me feel so groggy the following day take more photos,sadness,1
i feel like i am regaining the energy i need for school and am excited for the possibilities,joy,0
i think about the woman in the congregation who cried as she spoke about the family trying to find a church where her homosexual daughter would feel accepted,love,4
i feel lucky that i have an awesome life and family even though i belong to a middle class,joy,0
i dont know what it is but i have been feeling less paranoid,fear,2
i love you all d pagetitle superman mereka penyeri my life without them i feel like blank sheet of paper,sadness,1
i just feel really emotionally drained,sadness,1
i feel convinced that i am on the brink of something amazing,joy,0
i feel strong style color black line height,joy,0
ive been thinking about how to maximize its potential you know to make this wee apartment into a spacious feeling and glamorous flat,joy,0
i bought a pretty dress and a pair of pretty sandals and am looking forward to feeling pretty,joy,0
i feel like i m in a frantic race with the clock and i can t figure out why,fear,2
i am left feeling happy about having the time to rest and take care of me but at the same time this huge sense of guilt builds up inside of me for not having respected our date for being an unreliable teacher a selfish friend,joy,0
i feel sorry for the rest of us in second life who understand that without more support for first time users our world will continue on its slow death spiral,sadness,1
im feeling frantic because ive had no sleep,fear,2
